Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Caribbean small states,CSS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10316.41414,10473.38906,10688.14692,10953.28383,11160.28852,11371.15224,11633.28668,11870.32202,12067.64195,12436.69917,12775.08833,12968.7819,13352.48314,14062.50134,14547.95519,14957.21935,15883.73002,16342.64187,16471.26279,15839.05745,15971.75076,16085.31756,16536.15955,16707.97815,16980.72169,16888.31306,16407.42815,16221.3132,16337.94334,16399.71557,15037.80464,15816.34629,18000.14783,
Cuba,CUB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28613.89987,29474.59054,29555.43738,29035.65132,28598.56599,28067.07881,27802.97832,27932.58853,28186.87069,27855.14039,27527.48912,27277.10828,26957.26741,26483.94967,25962.88657,25739.92257,25196.51128,24795.59348,24401.68309,23903.6213,19907.12229,21090.88802,23114.95214,
Cayman Islands,CYM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84778.38463,84870.01221,82125.11489,74068.88086,70095.89581,69103.24371,68270.03664,67537.54884,67762.36084,68135.46407,68824.42604,69534.77191,71046.02185,72432.50197,67530.69546,69400.66808,71353.88808,
Cyprus,CYP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25232.02539,24769.08203,26385.9668,25936.71289,26904.72266,28630.80469,28529.91406,28871.19727,30262.13672,31421.05664,32943.14063,33878.10938,34738.97656,35219.62891,36498.38672,37722.45703,38847.07813,39967.46875,40397.74609,38535.14453,38296.73828,37481.84766,35642.67578,33384.5,33136.51563,34453.15234,36509.10547,38288.00781,39977.03906,41741.51563,39871.59766,43416.96875,44996.00391,
Czechia,CZE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23585.1739,20895.87303,20768.78148,20760.04757,21356.30592,22758.58949,23756.97074,23659.31318,23597.29858,23948.37732,24976.49828,25833.40635,26289.61768,27239.55067,28542.24563,30384.43687,32352.80255,33956.23505,34580.43221,32782.6018,33483.12682,34002.17883,33688.08899,33661.45758,34386.69384,36168.40691,37014.94738,38824.87542,39941.27249,40989.71343,38639.96708,40744.44251,41052.33252,
Germany,DEU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36699.4817,38294.15494,38734.93841,38105.2306,38881.56912,39366.08864,39568.60247,40218.84688,41022.61463,41769.81203,42928.18134,43576.63653,43417.308,43089.47382,43605.27867,43949.28818,45678.08192,47100.6097,47643.22274,45044.48639,46999.23997,49757.92416,49872.44749,49954.17375,50845.527,51159.29746,51879.67259,53071.45557,53431.39287,53884.37524,51780.0268,53395.64802,53969.62555,
Djibouti,DJI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3664.268036,3854.269956,4073.622455,4291.297376,4451.683846,4589.378326,4768.113005,4759.258977,4905.191924,4989.408723,
Dominica,DMA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7855.821042,8000.850604,8166.646892,8336.286612,8335.666251,8587.936522,8859.004087,9063.767648,9425.365624,9491.783456,9763.941226,9785.339961,9493.427412,10070.00429,10357.23355,10409.98209,10884.25314,11570.17241,12392.82974,12246.99409,12335.10993,12309.86222,12153.68773,12044.22187,12516.38405,12063.89568,12385.26909,11511.60642,11849.30154,12395.42047,10255.85961,10899.41453,11463.59787,
Denmark,DNK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39027.97874,39469.32281,40108.89195,39979.75738,41969.68871,43015.67751,44013.38559,45260.13712,46096.36972,47298.53735,48907.0114,49133.2231,49204.89901,49262.64497,50446.5416,51483.27379,53322.289,53569.02802,52982.53174,50114.05005,50825.41229,51293.20618,51216.30941,51479.26645,52048.33549,52892.64603,54185.00848,55356.68078,56178.77463,56813.96416,55275.06225,58802.96233,59935.11992,
Dominican Republic,DOM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6207.112113,6137.104479,6688.870434,7040.486,7085.282217,7349.36349,7650.113371,8189.045838,8599.564743,8970.394238,9246.309416,9333.570488,9613.331698,9351.323951,9460.912911,10215.49937,11009.27507,11677.25413,11899.22765,11856.04742,12677.01756,12905.28899,13087.94899,13555.51136,14334.73386,15145.46946,15967.20228,16524.53384,17484.12176,18171.06096,16768.4261,18626.07868,19338.01511,
Algeria,DZA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8828.874473,8517.376962,8471.527605,8109.883559,7869.270272,8013.123442,8195.86048,8147.878198,8435.035658,8584.071496,8786.19035,8926.110134,9299.682134,9835.161709,10114.72556,10566.37284,10592.24711,10775.53211,10847.17663,10824.57636,11007.74661,11113.96889,11270.70105,11360.63761,11561.2598,11751.63412,11888.32297,11809.48303,11725.87774,11627.27992,10844.77076,11029.13878,11198.23348,
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192.842599,2323.512428,2522.134872,2743.566159,2981.125423,3222.519485,3460.129003,3642.957893,3625.121466,3793.463881,4028.715838,4246.491938,4527.624371,4867.710144,5244.95442,5686.365699,6220.567858,6888.44593,7390.54348,7870.46994,8556.918873,9184.52103,9782.114479,10383.34894,10992.81439,11620.26503,12271.39489,12977.85269,13719.20249,14418.31904,14452.35484,15418.65534,15942.20521,
Early-demographic dividend,EAR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4553.570642,4643.731143,4730.464474,4793.395758,4858.689875,4914.54147,5100.78851,5229.352805,5243.447105,5283.718043,5419.306011,5404.033579,5434.211188,5645.261369,5901.062044,6157.532716,6433.309933,6706.387508,6837.298031,6841.547035,7177.722329,7424.171062,7648.992965,7873.416525,8123.820597,8414.39514,8722.558463,9029.886681,9293.750904,9426.093613,8941.048082,9468.026992,9913.753059,
East Asia & Pacific,EAS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5159.898746,5362.986659,5565.174411,5775.220237,6047.481013,6354.832496,6668.236124,6882.573265,6792.997001,6997.754807,7330.631733,7531.28404,7835.250045,8199.489076,8653.941774,9140.366103,9711.117639,10418.68801,10853.38871,11128.49272,11940.85753,12556.05334,13151.8342,13772.49534,14369.25365,14982.71917,15617.48823,16337.9705,17065.32287,17709.8826,17601.1836,18645.27432,19194.56887,
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15438.33697,14517.51897,12850.43243,11922.00499,10450.91268,10149.50759,10038.25056,10265.48926,10079.74021,10325.67176,11185.08398,11536.29113,12160.00966,13013.5713,14088.85725,15062.17513,16261.82731,17513.13049,18184.58629,16959.23911,17778.79235,18741.47505,19338.66263,19933.98734,20100.31238,20040.17683,20221.30654,20859.53733,21412.64403,21794.56809,21403.63963,22852.79898,22996.05319,
Europe & Central Asia,ECS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23525.42513,23241.53721,22630.26774,22160.62187,21967.28685,22278.42538,22566.32402,23178.36083,23636.74197,24274.67326,25399.19819,25987.36846,26476.58556,27054.83896,28025.31305,28839.5914,30048.76076,31242.21956,31604.63127,29983.06183,30728.21071,31520.58712,31624.10483,31838.49163,32258.84839,32689.854,33155.62598,34060.48653,34756.43749,35332.41075,33528.63708,35683.45155,36711.47008,
Ecuador,ECU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8120.001161,8281.087175,8279.568276,8277.1545,8466.248745,8496.696732,8487.086198,8697.353726,8825.486974,8263.37727,8211.711254,8395.832658,8589.283867,8670.21074,9220.325409,9542.224995,9792.42182,9836.419105,10284.95427,10170.65094,10355.82266,10988.72211,11424.15233,11806.92384,12073.81042,11908.21578,11587.8253,11679.43023,11608.41905,11390.21697,10356.9742,10668.75829,10859.21783,
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6291.705405,6210.926319,6339.668884,6375.51818,6481.666053,6635.536706,6817.992134,7039.092851,7273.874996,7552.879493,7869.259493,7981.622684,8003.280819,8088.216402,8249.868049,8449.52522,8853.761285,9298.050536,9770.221198,10028.7333,10333.27557,10286.0102,10279.86042,10264.06416,10318.65092,10534.8822,10765.8288,10995.00567,11363.31802,11780.9621,11989.59925,12180.45165,12780.75987,
Euro area,EMU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32410.89593,33128.50736,33453.84045,33087.40865,33793.60021,34533.34212,35053.63181,35938.24957,36953.81677,37935.39474,39280.6975,40032.50573,40248.05105,40352.46902,41069.35338,41571.52459,42740.46583,43819.55155,43796.4603,41652.47265,42417.71037,43182.97336,42681.78785,42425.8544,42869.54418,43625.13173,44322.23568,45397.78813,46112.55514,46802.11473,43819.49502,46457.97795,47867.75447,
Eritrea,ERI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27543.22153,28172.6736,28295.53885,27858.83732,28387.29353,29041.60845,29690.35542,30660.86389,31875.63667,33172.30131,34756.74337,35873.87188,36336.63664,36749.52766,37248.8246,37962.41762,38857.48505,39519.8387,39239.38821,37429.76654,37318.53317,36883.32298,35768.74343,35382.53355,35983.80757,37394.05519,38497.48492,39550.18908,40276.90816,40782.23504,36051.41858,38319.29055,40223.01254,
Estonia,EST,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12730.71741,13558.56853,15503.84483,16332.81993,16215.57895,17765.20753,18952.10701,20364.00874,22049.68279,23691.15299,26096.98834,28814.92032,31140.57984,29621.76453,25337.17524,26015.74635,27990.13641,28997.32288,29525.11886,30494.0963,31038.80463,32008.93436,33821.93291,34979.86705,36153.43195,35883.26533,38717.69615,37711.81883,
Ethiopia,ETH,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.1704186,683.0347344,598.9227518,655.2132181,653.8867319,671.5410287,731.1846218,730.874982,684.3326309,698.1934253,719.0044355,756.2725644,745.5377945,708.5326637,781.9135167,849.8476733,915.6734383,991.8834008,1068.138009,1130.03184,1236.479409,1336.066951,1411.135929,1518.143762,1629.18907,1750.672731,1864.487668,1987.968754,2067.456497,2181.658877,2253.235788,2319.161063,2381.165784,
European Union,EUU,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28535.19482,28838.14751,29038.87017,28798.35987,29493.6826,30260.85417,30821.98894,31565.31226,32459.51733,33330.96122,34590.8416,35327.43739,35691.28954,35952.95475,36810.73056,37443.81558,38689.63492,39845.6933,40066.00656,38261.89444,38990.75627,39795.48485,39457.7172,39321.18512,39883.33298,40748.27829,41485.72947,42665.46375,43556.32982,44370.91928,41824.27014,44410.58974,45977.40269,
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4875.906153,4360.045599,4123.347768,3794.136713,3344.548711,3163.248053,3116.333651,3159.874022,3229.884835,3259.27535,3371.946536,3467.133141,3546.63993,3545.404105,3863.840664,3986.963709,4142.978578,4316.017127,4417.282734,4321.829112,4498.864564,4429.62383,4604.432347,4651.727308,4594.819963,4562.094968,4597.432394,4637.778465,4674.048826,4684.833,4350.958114,4348.411602,4214.422454,
Finland,FIN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32939.38329,30831.60881,29648.74394,29310.30707,30340.82384,31499.80578,32548.01516,34506.77188,36293.39156,37795.05776,39894.19446,40842.34177,41439.01923,42168.69347,43724.96612,44786.90966,46412.20035,48664.26571,48817.98949,44662.10014,45874.6613,46825.82484,45952.24638,45328.57532,44976.77645,45072.59021,46206.78781,47570.13358,48048.52462,48583.43399,47371.21757,48614.82031,49275.15378,
Fiji,FJI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7889.878577,7633.793301,8078.590115,8226.21364,8628.203239,8827.799864,9201.684087,8909.385714,8921.255886,9594.636972,9328.581303,9415.502379,9618.806183,9619.746478,10031.55723,10006.76691,10097.96166,9927.0223,9961.512291,9772.743601,10019.4125,10254.3588,10368.21584,10830.61022,11411.18367,11903.50161,12179.07068,12822.0136,13311.16689,13241.54603,10961.84695,10379.56732,12388.10853,
France,FRA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33843.02039,33898.23404,34269.28344,33906.22186,34576.34181,35176.62211,35546.58328,36247.60429,37409.39549,38490.04018,39726.4884,40220.10086,40381.45953,40425.63805,41265.12692,41638.03178,42362.98541,43123.50113,42993.05952,41544.02261,42145.68195,42862.4158,42789.05191,42813.93354,43021.39464,43345.78643,43705.14756,44577.06457,45245.96087,45922.79474,42344.94589,44941.43691,45904.4113,
Faroe Islands,FRO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925.358633,3085.557061,3132.312286,3287.086393,3184.987734,3362.551901,3242.113543,3036.074094,3114.965904,3154.01383,3301.443992,3365.805075,3382.886342,3441.816222,3346.788852,3430.456037,3447.532813,3407.989652,3351.241969,3414.131118,3500.355755,3601.956943,3523.447653,3382.012538,3291.454115,3429.8022,3446.100367,3522.349367,3513.92617,3540.843787,3420.516037,3320.91129,3263.665192,
Gabon,GAB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17559.00611,18134.81608,17109.40156,17318.16226,17497.64982,17903.78216,18091.04729,18655.65304,18825.36117,16716.37207,15987.08908,15907.86433,15453.04956,15379.62209,15062.64032,15028.36763,14177.08793,14570.75494,13646.61762,13221.76567,13682.84753,14145.6508,14367.99991,14655.36555,14785.39867,14892.03579,14783.07812,14478.13031,14254.4617,14478.00172,13903.28895,13822.50916,13939.78681,
United Kingdom,GBR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30657.83943,30226.02811,30265.3017,30944.57935,32053.00412,32777.65319,33538.47297,35099.70187,36192.47951,37178.04402,38645.33517,39489.57989,40027.4174,41095.1072,41853.4774,42705.54812,43404.40117,44196.25564,43750.80113,41417.25616,42013.82376,42164.1184,42505.44193,42978.46614,44026.52801,44648.84241,45162.99585,46048.20005,46412.54019,46909.07703,41895.82515,45567.56932,47587.16735,
Georgia,GEO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11135.46289,8724.290499,4769.996524,3346.568025,3045.042484,3243.846213,3740.485453,4268.695273,4511.488803,4737.405516,4919.23188,5236.222806,5572.622006,6230.821909,6632.814265,7315.19848,8049.906055,9109.897741,9358.61459,9097.421248,9735.157935,10535.90716,11294.8612,11738.50951,12254.12595,12605.14007,12963.74396,13589.70739,14253.40899,14989.25816,13966.32634,15486.65898,17078.34096,
Ghana,GHA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299.638794,2360.512714,2391.986749,2447.408679,2469.241636,2512.112267,2568.070424,2613.725471,2671.266214,2721.603013,2752.164773,2787.125616,2833.588421,2901.107873,2982.887472,3075.962731,3187.576437,3240.592608,3447.274778,3523.789387,3709.395761,4128.560179,4402.545952,4610.027915,4628.901413,4616.619414,4662.011474,4929.567954,5125.24949,5345.941592,5263.526604,5420.792168,5480.329983,
Gibraltar,GIB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.198522,1485.435233,1485.421355,1512.979862,1526.255636,1552.491664,1576.423867,1624.346399,1651.998718,1676.718212,1685.276331,1724.435503,1785.573305,1767.791039,1771.045298,1788.389654,1772.714977,1850.637203,1881.269791,1815.315777,1856.490189,1912.817857,1976.958089,2005.381908,2028.514781,2053.111602,2217.109307,2383.578867,2471.719002,2545.140201,2604.117234,2640.344191,2699.128855,
"Gambia, The",GMB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080.158085,2059.832049,2047.02756,2034.401653,1974.055729,1933.309834,1919.260297,1955.317298,1965.277145,2030.69648,2081.222296,2139.55658,2011.854032,2089.62103,2173.159364,2060.522819,1988.097002,1986.395964,2046.134217,2115.614823,2172.193837,1934.727946,1974.094057,1969.77695,1885.142034,1905.822994,1889.138021,1927.039942,2012.59077,2083.309058,2042.620289,2076.566434,2113.614844,
Guinea-Bissau,GNB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.173206,2057.174302,2020.741837,1997.076379,1998.836536,2035.223783,2224.748653,2324.843826,1641.030749,1627.07535,1681.406229,1681.956015,1628.730327,1600.670908,1606.582143,1635.41434,1632.505146,1643.376899,1652.884361,1665.200793,1697.495589,1787.073969,1710.02377,1718.862075,1690.091136,1748.029233,1811.300971,1872.309281,1851.886546,1890.533103,1803.630591,1831.383229,1855.111973,
Equatorial Guinea,GNQ,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.4197507,893.097341,1159.738622,1240.908573,1394.786465,1578.04944,2530.19877,6084.623075,7242.224926,8749.425868,9890.817737,15389.15599,17534.84708,19081.92623,25164.15329,28075.17808,28879.35209,31770.01479,35688.64707,34479.89483,29944.2618,30502.60047,31680.65974,29143.0218,28106.19839,24563.5006,21566.05705,19617.84471,17764.96963,16240.36981,15045.52871,14730.60033,14918.29673,
Greece,GRC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24262.73733,24716.41041,24700.02355,24162.26694,24522.41977,24920.62092,25521.16873,26534.38007,27415.50708,28149.72179,29133.71316,30180.09495,31249.26185,32981.20883,34564.76155,34670.03479,36519.88976,37619.4978,37394.01037,35691.79124,33693.21148,30318.40467,28322.57306,27810.91123,28129.96132,28260.38667,28239.91921,28604.86094,29141.17438,29720.1704,27009.2073,29630.92885,31704.42561,
Grenada,GRD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8571.967403,8628.794909,8446.800355,8189.511008,8247.404249,8351.314306,8656.579197,9030.201309,10029.70556,10659.06185,11116.6952,10840.84631,11182.91722,12183.96552,12019.30715,13523.87908,12897.69122,13597.18484,13634.13314,12645.78681,12493.99302,12493.24721,12243.07218,12420.23055,13216.07692,13948.6993,14351.39387,14870.03149,15401.78022,15394.03043,13175.52174,13688.29771,14462.93673,
Greenland,GRL,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5561.070684,5611.542265,5730.645953,5805.709528,5891.327439,6033.042695,6064.020817,6181.172344,6338.338074,6428.047976,6499.883285,6493.60647,6589.737074,6612.669877,6676.704533,6753.682536,6972.381592,7269.20626,7365.280436,7262.500109,7335.988974,7503.674656,7590.755467,7734.117707,7939.374378,8125.655534,8206.047987,8322.21681,8469.115288,8673.002016,8389.106736,8927.301955,9162.052788,
Guam,GUM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4818.393073,5131.025562,5522.390372,5956.334344,6444.225752,6749.167226,7267.901799,7700.348203,7556.183295,7766.340795,7649.957622,7816.534351,7899.722477,7847.311701,7971.43919,7823.275744,8239.133375,8853.179131,9036.894594,9399.307091,9831.819758,10394.15324,10946.46616,11293.9484,11427.92429,11446.80152,11819.14147,12193.62168,12374.20757,12820.50321,18430.60147,21925.22215,35634.68891,
High income,HIC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31786.32618,32014.76565,32434.2587,32611.2071,33451.30716,34206.32632,35018.08217,35990.72784,36751.76131,37742.83895,39090.35606,39449.54856,39825.15955,40498.40091,41679.93291,42632.87568,43696.26601,44589.31256,44546.0951,42770.63298,43814.6888,44570.43766,44928.67175,45332.58526,46041.74146,46891.42737,47504.2081,48417.55284,49334.36046,49994.81698,47666.69274,50378.18224,51743.67723,
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28797.70309,30188.36318,31802.42427,33199.34853,34419.38219,34545.54824,34452.99605,35909.81646,33516.42352,34029.9738,36316.27213,36251.7849,36689.52776,37885.58068,40861.71615,43689.3581,46462.49326,49042.81189,49787.62842,48458.85271,51359.79911,53471.80298,53783.95297,55229.63046,56358.0491,57214.70415,58098.40504,59842.213,61055.32969,59592.03448,55892.11097,60037.44588,58478.88152,
Honduras,HND,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3912.702045,3678.262009,3793.711119,3928.371716,3827.993106,3953.102425,3916.741386,3985.107634,4020.585805,3886.985474,4058.028862,4058.111643,4101.276992,4179.422864,4330.739318,4482.757686,4665.767292,4842.422771,4936.869076,4714.679264,4790.109573,4874.873584,4978.074023,5020.936864,5079.70345,5180.186694,5287.25283,5447.698792,5561.262533,5613.660588,5028.145109,5572.176988,5709.124208,
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1843.552037,1811.947465,1751.19111,1713.812845,1665.222714,1700.553017,1738.750327,1791.739277,1802.771044,1808.687577,1814.083092,1838.06694,1845.249559,1865.791518,1915.918708,1967.89324,2026.376771,2081.292171,2138.055013,2151.924279,2220.823433,2249.236344,2255.72929,2316.946783,2382.029342,2421.142049,2460.659358,2508.648486,2537.172885,2572.200212,2505.347772,2529.438022,2578.81452,
Croatia,HRV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15087.56015,16220.90282,17305.85063,17705.58232,17630.04797,18331.1768,19644.77742,20775.98228,21933.11591,22843.53369,23796.86318,24999.10949,26273.56059,26805.27771,24896.63221,24642.98149,24707.7013,24203.4304,24174.62759,24169.98918,24984.74304,26056.1091,27267.32265,28287.97281,29412.21982,27002.01385,32060.28341,34302.11322,
Haiti,HTI,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3612.815105,3607.451628,3349.661762,3107.455914,2684.871514,2895.979628,2960.287409,2984.819416,2994.806864,3020.499593,2991.646162,2928.325592,2907.942562,2957.701692,2870.115208,2909.457347,2911.585771,2998.611255,3028.671001,3155.856676,2943.549503,3058.986917,3027.450254,3111.39031,3154.683998,3153.119569,3165.295692,3200.042183,3209.429629,3112.295943,2970.462845,2881.176575,2799.112561,
Hungary,HUN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16426.94324,15929.82524,15856.12348,16345.78726,16612.37358,16654.64779,17212.76547,17925.72507,18528.63897,19408.92494,20246.04863,21266.44216,22196.37697,23358.88999,24410.48462,25413.28054,25523.27888,25824.69686,24158.21188,24473.46658,25001.08935,24816.34982,25333.33414,26476.72067,27523.68504,28212.61756,29496.16845,31117.28341,32645.66901,31232.10613,33583.79221,35356.78153,
